             0.99976         5.77566e-08
            0.990063         9.87402e-05
            0.983179         0.000282943
            0.977155         0.000521906
            0.969717         0.000917059
            0.958897          0.00168945
            0.954268          0.00209146
            0.946358          0.00287749
            0.945264          0.00299599
            0.941977          0.00336667
            0.937836           0.0038644
            0.937757          0.00387413
            0.929261          0.00500404
            0.928589          0.00509948
            0.928303          0.00514043
            0.925376          0.00556875
            0.918541           0.0066355
            0.916916          0.00690289
            0.912186          0.00771136
            0.906495          0.00874326
            0.906105          0.00881626
            0.900796          0.00984135
            0.896246           0.0107649
            0.890966           0.0118883
            0.890771            0.011931
            0.890528           0.0119841
            0.886166           0.0129582
            0.880727           0.0142261
            0.880322           0.0143227
            0.872943           0.0161434
            0.871597           0.0164873
            0.865192           0.0181731
            0.860249           0.0195305
             0.85992           0.0196224
            0.854986            0.021029
             0.85479            0.021086
            0.850371           0.0223887
            0.845243           0.0239497
            0.840212           0.0255321
            0.836555           0.0267144
               0.836            0.026896
            0.834439           0.0274105
            0.831864           0.0282698
            0.829101           0.0292064
            0.829099           0.0292073
             0.82517           0.0305657
            0.819947            0.032419
            0.819583           0.0325503
            0.818702           0.0328689
            0.816776           0.0335709
            0.813633           0.0347327
            0.808249           0.0367684
            0.804571           0.0381924
            0.797556           0.0409834
            0.794094           0.0423974
            0.791561           0.0434468
            0.786534           0.0455678
            0.785673            0.045936
            0.778973           0.0488529
            0.773458           0.0513215
            0.772834           0.0516045
            0.768939            0.053389
            0.763319           0.0560177
            0.762516           0.0563984
             0.76038           0.0574176
             0.75856           0.0582932
            0.753994           0.0605187
            0.749695           0.0626527
            0.749543           0.0627286
             0.74928           0.0628603
            0.745708           0.0646642
            0.745458           0.0647918
            0.740771           0.0671995
             0.73531           0.0700608
            0.730296           0.0727402
            0.726383           0.0748664
            0.721683           0.0774606
            0.717268           0.0799371
            0.710844           0.0836112
            0.708271           0.0851061
            0.704579           0.0872734
            0.700862           0.0894836
             0.69933           0.0904023
            0.696464           0.0921341
            0.693972           0.0936534
            0.693547           0.0939133
            0.693491           0.0939478
            0.689104           0.0966563
            0.683506            0.100168
            0.681786             0.10126
            0.674782            0.105767
            0.668508            0.109887
            0.661784             0.11439
            0.656293            0.118135
            0.651658            0.121342
             0.65134            0.121563
            0.650997            0.121803
            0.649919            0.122557
            0.648284            0.123704
            0.643852            0.126841
             0.64251            0.127799
            0.640449            0.129277
            0.635449            0.132897
            0.632161            0.135306
            0.630426            0.136585
            0.628836            0.137763
            0.624421            0.141059
            0.618839            0.145284
            0.618122            0.145831
            0.617021            0.146673
            0.616547            0.147036
            0.614072            0.148941
            0.607007            0.154444
            0.606121            0.155141
             0.60535            0.155748
            0.603454            0.157249
            0.603266            0.157398
            0.599892            0.160086
            0.599709            0.160233
            0.590087            0.168028
            0.585466            0.171839
            0.580752            0.175769
            0.580734            0.175784
            0.580724            0.175793
            0.576412            0.179427
             0.57348            0.181919
            0.570395             0.18456
            0.566946            0.187536
            0.561916            0.191917
             0.55793            0.195426
            0.555851            0.197268
            0.553944            0.198966
            0.552027             0.20068
            0.546942            0.205261
            0.546584            0.205586
            0.544415            0.207558
            0.538911            0.212603
            0.536064            0.215236
            0.529332            0.221529
            0.527576            0.223184
            0.526407            0.224291
            0.523577            0.226979
            0.517066            0.233225
            0.513072            0.237098
            0.507659              0.2424
            0.502812            0.247196
            0.501482            0.248521
             0.49175            0.258318
            0.491285            0.258791
            0.487574            0.262581
            0.477195            0.273325
            0.476017            0.274558
            0.471539            0.279271
            0.467079            0.284005
            0.464767            0.286475
            0.463379            0.287962
            0.461311            0.290185
            0.460758            0.290782
            0.455564             0.29641
             0.45163             0.30071
            0.447674            0.305064
            0.447521            0.305233
            0.447334            0.305439
            0.444354            0.308742
            0.434479            0.319814
            0.429687            0.325257
            0.427829            0.327379
            0.426886             0.32846
            0.423014            0.332913
            0.420989            0.335254
             0.42061            0.335693
            0.418603            0.338022
              0.4182            0.338491
            0.417821            0.338932
            0.415656            0.341458
            0.414889            0.342355
            0.413794            0.343637
             0.41296            0.344616
            0.408536            0.349829
            0.406229            0.352564
            0.405893            0.352963
            0.405262            0.353713
             0.40333            0.356015
            0.402433            0.357086
            0.398812            0.361427
            0.395525             0.36539
            0.390335            0.371692
            0.389895            0.372228
            0.389606             0.37258
            0.383737             0.37978
            0.383197            0.380446
            0.380886            0.383303
            0.373768            0.392166
            0.369643             0.39735
