             -14.449            -11.6223
            -14.4678            -11.6188
            -14.4768            -11.6162
            -14.4913            -11.6071
             -14.501            -11.5913
            -14.5202            -11.5789
            -14.5259            -11.5726
            -14.5342            -11.5665
            -14.5439            -11.5571
            -14.5503            -11.5467
             -14.568            -11.5244
            -14.5739            -11.5128
             -14.578            -11.5015
            -14.5961            -11.4762
            -14.5997            -11.4572
            -14.6087            -11.4526
            -14.6109             -11.443
            -14.6198            -11.4358
            -14.6253            -11.4251
            -14.6255             -11.425
            -14.6308            -11.4142
            -14.6347            -11.4062
            -14.6427            -11.3855
            -14.6453             -11.383
            -14.6494            -11.3665
            -14.6526            -11.3605
             -14.656            -11.3594
             -14.664            -11.3399
            -14.6643            -11.3341
             -14.672            -11.3177
            -14.6799            -11.2967
            -14.6922            -11.2714
            -14.6942            -11.2636
            -14.7011            -11.2488
            -14.7057            -11.2345
            -14.7083             -11.228
            -14.7126            -11.2149
            -14.7196            -11.1892
            -14.7239            -11.1866
            -14.7347            -11.1548
            -14.7462            -11.1217
            -14.7484            -11.1035
            -14.7546            -11.0976
            -14.7562            -11.0685
            -14.7645            -11.0629
            -14.7698             -11.052
            -14.7774            -11.0234
            -14.7793            -11.0233
            -14.7844            -10.9979
             -14.791            -10.9724
            -14.7994            -10.9585
            -14.8015            -10.9495
             -14.804            -10.9262
            -14.8117            -10.9182
            -14.8128            -10.9065
            -14.8167            -10.9013
             -14.822            -10.8835
            -14.8237            -10.8668
            -14.8269            -10.8631
            -14.8289            -10.8523
            -14.8359            -10.8293
            -14.8486            -10.7898
            -14.8569            -10.7603
             -14.857             -10.758
            -14.8614             -10.744
            -14.8643            -10.7353
            -14.8684            -10.7196
            -14.8727            -10.7046
             -14.874            -10.6998
            -14.8793            -10.6822
            -14.8816            -10.6611
            -14.8937            -10.6291
            -14.8959            -10.6069
            -14.8989            -10.5877
            -14.9098            -10.5687
            -14.9136            -10.5502
            -14.9191            -10.5272
            -14.9285            -10.4923
             -14.934            -10.4728
            -14.9353            -10.4668
            -14.9437            -10.4362
            -14.9445            -10.4287
            -14.9533            -10.3979
            -14.9559            -10.3858
            -14.9579            -10.3809
