         0.000853655            0.397315          0.00170731
          0.00256097            0.327517          0.00170731
          0.00426828            0.191946          0.00170731
          0.00597559           0.0469799          0.00170731
           0.0076829           0.0241611          0.00170731
          0.00939021          0.00536913          0.00170731
           0.0110975          0.00134228          0.00170731
           0.0128048                   0          0.00170731
           0.0145121                   0          0.00170731
           0.0162195                   0          0.00170731
           0.0179268                   0          0.00170731
           0.0196341                   0          0.00170731
           0.0213414                   0          0.00170731
           0.0230487                   0          0.00170731
            0.024756                   0          0.00170731
           0.0264633                   0          0.00170731
           0.0281706                   0          0.00170731
           0.0298779                   0          0.00170731
           0.0315852                   0          0.00170731
           0.0332926                   0          0.00170731
           0.0349999                   0          0.00170731
           0.0367072                   0          0.00170731
           0.0384145                   0          0.00170731
           0.0401218                   0          0.00170731
           0.0418291                   0          0.00170731
           0.0435364                   0          0.00170731
           0.0452437                   0          0.00170731
            0.046951                   0          0.00170731
           0.0486583                   0          0.00170731
           0.0503657                   0          0.00170731
            0.052073                   0          0.00170731
           0.0537803                   0          0.00170731
           0.0554876                   0          0.00170731
           0.0571949                   0          0.00170731
           0.0589022                   0          0.00170731
           0.0606095                   0          0.00170731
           0.0623168                   0          0.00170731
           0.0640242                   0          0.00170731
           0.0657315                   0          0.00170731
           0.0674388                   0          0.00170732
           0.0691461                   0          0.00170731
           0.0708534                   0          0.00170731
           0.0725607                   0          0.00170732
            0.074268                   0          0.00170731
           0.0759753                   0          0.00170732
           0.0776826                   0          0.00170731
           0.0793899                   0          0.00170731
           0.0810972                   0          0.00170731
           0.0828046                   0          0.00170732
           0.0845119                   0          0.00170731
           0.0862192                   0          0.00170732
           0.0879265                   0           0.0017073
           0.0896338                   0          0.00170732
           0.0913411                   0          0.00170731
           0.0930484                   0          0.00170732
           0.0947557                   0          0.00170731
            0.096463                   0          0.00170732
           0.0981704                   0          0.00170731
           0.0998777          0.00134228          0.00170732
            0.101585                   0           0.0017073
            0.103292                   0          0.00170732
               0.105                   0          0.00170731
            0.106707                   0          0.00170732
            0.108414                   0          0.00170731
            0.110122                   0           0.0017073
            0.111829                   0          0.00170732
            0.113536                   0          0.00170731
            0.115243                   0          0.00170732
            0.116951                   0          0.00170731
            0.118658                   0          0.00170732
            0.120365                   0          0.00170731
            0.122073                   0          0.00170732
             0.12378                   0           0.0017073
            0.125487                   0          0.00170732
            0.127195                   0           0.0017073
            0.128902                   0          0.00170732
            0.130609                   0           0.0017073
            0.132317                   0          0.00170732
            0.134024                   0          0.00170732
            0.135731                   0          0.00170732
            0.137439                   0           0.0017073
            0.139146                   0          0.00170732
            0.140853                   0           0.0017073
             0.14256                   0          0.00170732
            0.144268                   0          0.00170732
            0.145975                   0          0.00170732
            0.147682                   0           0.0017073
             0.14939                   0          0.00170732
            0.151097          0.00134228          0.00170732
            0.152804                   0          0.00170732
            0.154512                   0           0.0017073
            0.156219                   0          0.00170732
            0.157926                   0           0.0017073
            0.159634                   0          0.00170732
            0.161341                   0          0.00170732
            0.163048                   0           0.0017073
            0.164755          0.00134228           0.0017073
            0.166463                   0          0.00170733
             0.16817                   0           0.0017073
            0.169877          0.00134228          0.00170732
