             16.7662         6.49923e-05
              16.449         0.000518809
             16.0279          0.00284866
               15.95          0.00346142
              15.837          0.00449851
             15.3126           0.0144224
             14.6569           0.0252897
             14.6567           0.0253525
             14.5312           0.0293594
             14.4426           0.0320292
             14.2687           0.0423343
             13.8533            0.061445
             13.5126           0.0883194
             13.5091           0.0888647
             13.0019            0.120518
             12.9586            0.123571
             12.5276            0.159427
             12.0629            0.200291
             12.0086            0.205853
              11.538            0.250697
             11.1057            0.295675
             10.7845            0.329946
             10.6065            0.349827
             10.5852            0.352526
             10.5544            0.355822
             9.91825            0.431001
             9.76602            0.449903
              9.3999             0.49942
             9.11747            0.535067
             9.08776             0.54139
             9.05603            0.545499
             8.67356            0.597038
             8.55487            0.623096
             8.12935            0.677324
             7.74939            0.737967
             7.62756            0.757225
              7.3229            0.811221
             6.99385            0.907943
             6.62246            0.935581
             6.25412             1.00829
              5.9602             1.06941
             5.60201             1.14867
             5.43296             1.18803
             5.43114             1.18846
             5.27098             1.22706
             5.04606             1.29955
             4.96359             1.30492
             4.55663             1.42874
             4.19779             1.52648
             4.15062             1.54174
             4.09245             1.56086
             3.73373             1.68735
             3.69969             1.70123
             3.69913             1.71692
             3.32688              1.8697
             3.23058             1.89789
             3.02348             2.00106
              2.7594             2.15452
             2.74558             2.16344
             2.47535             2.37146
             2.26636             2.58954
             2.19739             2.68565
             2.07236             3.08658
             2.06865             3.08783
             2.06736             3.13862

             2.02883             20.9458
             1.86176             21.2564
             1.79329             21.4201
             1.74675             21.4952
             1.64518             21.6744
             1.55937             21.8439
             1.38773             22.2718
             1.35407             22.3558
             1.33467             22.4154
             1.33234             22.4532
             1.27357             22.6236
              1.1528             23.1336
             1.10634             23.4184
             1.08483             23.6084
             1.07972             23.8723
             1.01507             24.3403
             1.01061              24.841
             1.00019             24.9224
             1.00019             24.9224
