          0.00571689           0.0817844           0.0114338
           0.0171507            0.137546           0.0114338
           0.0285844            0.171004           0.0114338
           0.0400182            0.156134           0.0114338
            0.051452            0.156134           0.0114338
           0.0628857           0.0892193           0.0114338
           0.0743195           0.0929368           0.0114338
           0.0857533           0.0260223           0.0114338
           0.0971871           0.0297398           0.0114338
            0.108621           0.0148699           0.0114338
            0.120055           0.0111524           0.0114338
            0.131488          0.00371747           0.0114338
            0.142922          0.00371747           0.0114338
            0.154356          0.00743494           0.0114338
             0.16579                   0           0.0114338
            0.177223                   0           0.0114338
            0.188657                   0           0.0114338
            0.200091          0.00371747           0.0114338
            0.211525          0.00371747           0.0114338
            0.222959                   0           0.0114338
            0.234392                   0           0.0114338
            0.245826          0.00371747           0.0114338
             0.25726                   0           0.0114338
            0.268694                   0           0.0114338
            0.280127                   0           0.0114338
            0.291561                   0           0.0114338
            0.302995                   0           0.0114338
            0.314429                   0           0.0114338
            0.325862                   0           0.0114338
            0.337296                   0           0.0114338
             0.34873                   0           0.0114338
            0.360164                   0           0.0114338
            0.371598                   0           0.0114338
            0.383031                   0           0.0114338
            0.394465                   0           0.0114338
            0.405899                   0           0.0114338
            0.417333                   0           0.0114338
            0.428766                   0           0.0114338
              0.4402                   0           0.0114338
            0.451634                   0           0.0114338
            0.463068                   0           0.0114338
            0.474501                   0           0.0114338
            0.485935                   0           0.0114338
            0.497369                   0           0.0114338
            0.508803                   0           0.0114338
            0.520237                   0           0.0114337
             0.53167                   0           0.0114338
            0.543104                   0           0.0114337
            0.554538                   0           0.0114338
            0.565972                   0           0.0114338
            0.577405                   0           0.0114338
            0.588839                   0           0.0114337
            0.600273                   0           0.0114338
            0.611707                   0           0.0114338
            0.623141                   0           0.0114337
            0.634574                   0           0.0114338
            0.646008                   0           0.0114338
            0.657442                   0           0.0114338
            0.668876                   0           0.0114337
            0.680309                   0           0.0114338
            0.691743                   0           0.0114338
            0.703177                   0           0.0114338
            0.714611                   0           0.0114337
            0.726044                   0           0.0114338
            0.737478                   0           0.0114338
            0.748912                   0           0.0114337
            0.760346                   0           0.0114338
             0.77178                   0           0.0114338
            0.783213                   0           0.0114338
            0.794647                   0           0.0114337
            0.806081                   0           0.0114338
            0.817515                   0           0.0114338
            0.828948                   0           0.0114337
            0.840382                   0           0.0114338
            0.851816                   0           0.0114338
             0.86325                   0           0.0114338
            0.874683                   0           0.0114338
            0.886117                   0           0.0114337
            0.897551          0.00371747           0.0114338
            0.908985          0.00371747           0.0114338
